,Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA
6876,Restaurant Da Enzo,Paris,"['Italian', 'Mediterranean']",6877,4,$$ - $$$,54,"[['Linguine alle vongole and cannolo to die f...', 'Consistently tasty and fresh! Great servic...'], ['07/04/2017', '03/09/2017']]",/Restaurant_Review-g187147-d1175852-Reviews-Restaurant_Da_Enzo-Paris_Ile_de_France.html,d1175852
6877,Restaurant Zahle,Paris,"['Lebanese', 'Mediterranean']",6878,4.5,,12,"[[], []]",/Restaurant_Review-g187147-d6962328-Reviews-Restaurant_Zahle-Paris_Ile_de_France.html,d6962328
6878,L'Evasion,Paris,"['French', 'European']",6879,3.5,$$ - $$$,110,"[['Classic French Bistro', 'Fabulous'], ['09/12/2017', '11/11/2016']]",/Restaurant_Review-g187147-d812142-Reviews-L_Evasion-Paris_Ile_de_France.html,d812142
6879,Epicerie Et Associes,Paris,['Delicatessen'],6880,4.5,$$ - $$$,28,"[[], []]",/Restaurant_Review-g187147-d8743282-Reviews-Epicerie_Et_Associes-Paris_Ile_de_France.html,d8743282
6880,L'Etoile Manquante,Paris,"['French', 'Bar', 'Pub', 'European']",6881,3.5,$$ - $$$,42,"[['Cute bistro, beautiful street', 'Relaxed breakfast'], ['06/03/2017', '07/11/2017']]",/Restaurant_Review-g187147-d7303835-Reviews-L_Etoile_Manquante-Paris_Ile_de_France.html,d7303835
6881,Au Garage A Velos,Paris,"['French', 'European', 'Delicatessen']",6882,4.5,$$ - $$$,36,"[['Oui oui Steiner!', 'Bistro with locals'], ['09/30/2017', '08/19/2017']]",/Restaurant_Review-g187147-d7285798-Reviews-Au_Garage_A_Velos-Paris_Ile_de_France.html,d7285798
6882,Cafe de l'Esplanade,Paris,"['French', 'European', 'Vegetarian Friendly']",6883,3.5,$$$$,391,"[['Dinner', 'Location, location, location.The service g...'], ['12/01/2017', '10/19/2017']]",/Restaurant_Review-g187147-d719058-Reviews-Cafe_de_l_Esplanade-Paris_Ile_de_France.html,d719058
6883,Pret a Manger,Paris,"['American', 'Vegetarian Friendly']",6884,3.5,$,64,"[['Nice for quick lunch', 'Could be nice if there were some kind of s...'], ['03/02/2017', '03/14/2016']]",/Restaurant_Review-g187147-d3727361-Reviews-Pret_a_Manger-Paris_Ile_de_France.html,d3727361
6884,Versant Vins,Paris,"['French', 'Seafood', 'Wine Bar']",6885,4.5,$,24,"[['Excellent quality food accompanied by well...'], ['09/05/2015']]",/Restaurant_Review-g187147-d7709228-Reviews-Versant_Vins-Paris_Ile_de_France.html,d7709228
6885,La grappe d'or,Paris,"['French', 'European']",6886,3.5,$$ - $$$,80,"[['Good restaurant', 'Cafe Crowd'], ['11/18/2017', '10/02/2017']]",/Restaurant_Review-g187147-d4892172-Reviews-La_grappe_d_or-Paris_Ile_de_France.html,d4892172
6886,Gwada Cafe,Paris,,6887,4.5,,7,"[[], []]",/Restaurant_Review-g187147-d11570781-Reviews-Gwada_Cafe-Paris_Ile_de_France.html,d11570781
6887,Cafe Pere & Fils,Paris,"['French', 'Bar', 'Cafe', 'European']",6888,3.5,$$ - $$$,149,"[['Friendly and Tasty', 'Almost'], ['07/29/2017', '04/17/2017']]",/Restaurant_Review-g187147-d3800655-Reviews-Cafe_Pere_Fils-Paris_Ile_de_France.html,d3800655
6888,Quartino,Paris,"['Italian', 'Pizza', 'Vegetarian Friendly']",6889,3.5,$$ - $$$,111,"[['Too expensive!', 'Thanks for your kindness and advice'], ['09/25/2017', '09/05/2017']]",/Restaurant_Review-g187147-d3680522-Reviews-Quartino-Paris_Ile_de_France.html,d3680522
6889,Les Vitelloni,Paris,"['Italian', 'Mediterranean', 'European']",6890,3.5,$$ - $$$,132,"[['Italy in Paris - Incredible', 'Just the perfect spot to sit back and enjo...'], ['09/13/2017', '04/25/2017']]",/Restaurant_Review-g187147-d778547-Reviews-Les_Vitelloni-Paris_Ile_de_France.html,d778547
6890,Rani Mahal,Paris,"['Indian', 'Asian']",6891,3.5,$$ - $$$,63,"[['Good place for indian food', 'Quite nice Indian, London prices, veg opti...'], ['12/11/2017', '03/10/2017']]",/Restaurant_Review-g187147-d2715093-Reviews-Rani_Mahal-Paris_Ile_de_France.html,d2715093
6891,Le Paradis du Fruit,Paris,"['Vegetarian Friendly', 'Vegan Options']",6892,3.5,$$ - $$$,172,"[['Funky fresh and great cocktails', 'Tasty food but cold'], ['12/27/2017', '12/22/2017']]",/Restaurant_Review-g187147-d719191-Reviews-Le_Paradis_du_Fruit-Paris_Ile_de_France.html,d719191
6892,Matsu Sushi,Paris,,6893,4,,11,"[['Reasonable prices good food', 'Food was nice but there are too many dishe...'], ['07/04/2017', '05/01/2017']]",/Restaurant_Review-g187147-d8403773-Reviews-Matsu_Sushi-Paris_Ile_de_France.html,d8403773
6893,PaRiz,Paris,,6894,5,,4,"[[], []]",/Restaurant_Review-g187147-d12820524-Reviews-PaRiz-Paris_Ile_de_France.html,d12820524
6894,Lisboa Gourmet,Paris,"['Portuguese', 'European']",6895,4.5,$,28,"[['Short and Excellent Portuguese Delicatesse...', 'When you need a pasteis de nata in Paris'], ['11/24/2017', '01/19/2017']]",/Restaurant_Review-g187147-d6632295-Reviews-Lisboa_Gourmet-Paris_Ile_de_France.html,d6632295
6895,890,Paris,,6896,4,,11,"[['Perfect Chinese food'], ['12/09/2017']]",/Restaurant_Review-g187147-d11959405-Reviews-890-Paris_Ile_de_France.html,d11959405
6896,Pitch Me,Paris,"['Caribbean', 'African']",6897,4.5,$$ - $$$,5,"[[], []]",/Restaurant_Review-g187147-d12931249-Reviews-Pitch_Me-Paris_Ile_de_France.html,d12931249
6897,Kebox,Paris,,6898,4,,10,"[['Excellent wraps '], ['11/04/2017']]",/Restaurant_Review-g187147-d10521748-Reviews-Kebox-Paris_Ile_de_France.html,d10521748
6898,New-Thai San,Paris,"['Asian', 'Thai']",6899,4,$,34,"[['Good Thai food.', 'Not advised. Ok but boring food and wrong...'], ['03/30/2016', '12/29/2013']]",/Restaurant_Review-g187147-d4085598-Reviews-New_Thai_San-Paris_Ile_de_France.html,d4085598
6899,Unicorners,Paris,,6900,4.5,,7,"[['wellcome', 'Such a great coworking space!!!'], ['11/10/2017', '02/01/2017']]",/Restaurant_Review-g187147-d11917595-Reviews-Unicorners-Paris_Ile_de_France.html,d11917595
6900,Yaki,Paris,['Japanese'],6901,4,$$ - $$$,25,"[['Fairly good', 'Inexpensive but the food is just average'], ['10/31/2013', '08/04/2013']]",/Restaurant_Review-g187147-d3469814-Reviews-Yaki-Paris_Ile_de_France.html,d3469814
6901,Les Delices De Crete,Paris,,6902,4.5,,10,"[[], []]",/Restaurant_Review-g187147-d8665422-Reviews-Les_Delices_De_Crete-Paris_Ile_de_France.html,d8665422
6902,Lao Cai Ragout,Paris,,6903,4.5,,5,"[[], []]",/Restaurant_Review-g187147-d12500234-Reviews-Lao_Cai_Ragout-Paris_Ile_de_France.html,d12500234
6903,Wok Addict,Paris,['Thai'],6904,4.5,$,15,"[['always fresh', 'All great'], ['01/18/2017', '09/30/2015']]",/Restaurant_Review-g187147-d7820481-Reviews-Wok_Addict-Paris_Ile_de_France.html,d7820481
6904,La vierge de la reunion,Paris,['French'],6905,4,$$ - $$$,29,"[['BEST STEAK EVER!', 'Nice local place'], ['09/23/2014', '01/26/2013']]",/Restaurant_Review-g187147-d3810335-Reviews-La_vierge_de_la_reunion-Paris_Ile_de_France.html,d3810335
6905,Les Domaines Qui Montent Ballu,Paris,['French'],6906,4.5,$$ - $$$,20,"[['A restaurant in a wine shop ... you can bu...', 'A wine store, gourmet products on sale, lu...'], ['10/26/2016', '10/05/2015']]",/Restaurant_Review-g187147-d8689534-Reviews-Les_Domaines_Qui_Montent_Ballu-Paris_Ile_de_France.html,d8689534
6906,La Creperie Saint-Honore,Paris,"['French', 'Vegetarian Friendly']",6907,3.5,$$ - $$$,179,"[['Not what we expected.', 'Good position and crepes'], ['12/06/2017', '06/24/2017']]",/Restaurant_Review-g187147-d2063045-Reviews-La_Creperie_Saint_Honore-Paris_Ile_de_France.html,d2063045
6907,Big Buddha,Paris,['Thai'],6908,4,$,32,"[['Best one around', 'Light fast tasty'], ['07/20/2017', '01/24/2017']]",/Restaurant_Review-g187147-d10036936-Reviews-Big_Buddha-Paris_Ile_de_France.html,d10036936
6908,Rotisserie Stevenot Cadet,Paris,,6909,4.5,,8,"[['Brilliant for travellers short on cash'], ['03/30/2017']]",/Restaurant_Review-g187147-d11916582-Reviews-Rotisserie_Stevenot_Cadet-Paris_Ile_de_France.html,d11916582
6909,La Trattoria,Paris,"['Italian', 'Halal']",6910,3.5,$$ - $$$,139,"[['Ramadan buffet', 'Excellent!'], ['06/13/2017', '03/04/2017']]",/Restaurant_Review-g187147-d7791232-Reviews-La_Trattoria-Paris_Ile_de_France.html,d7791232
6910,Ono Poke,Paris,,6911,4,,21,"[['So relaxing and fresh!'], ['07/17/2017']]",/Restaurant_Review-g187147-d11947395-Reviews-Ono_Poke-Paris_Ile_de_France.html,d11947395
6911,La Petite Cuisine de Sandrine,Paris,,6912,4,,8,"[['Fresh, homemade lunch'], ['08/28/2017']]",/Restaurant_Review-g187147-d12182013-Reviews-La_Petite_Cuisine_de_Sandrine-Paris_Ile_de_France.html,d12182013
6912,Rasna Restaurant,Paris,"['Indian', 'Contemporary']",6913,4.5,$$ - $$$,6,"[['Great food, good atmosphere, best Indian i...', 'Delicious'], ['11/13/2017', '09/29/2017']]",/Restaurant_Review-g187147-d12895177-Reviews-Rasna_Restaurant-Paris_Ile_de_France.html,d12895177
6913,Bodhi Vegan,Paris,"['Asian', 'Fusion', 'Vietnamese']",6914,4.5,,5,"[['Vegan Asian fusion ""cantine""'], ['12/09/2017']]",/Restaurant_Review-g187147-d13143756-Reviews-Bodhi_Vegan-Paris_Ile_de_France.html,d13143756
6914,La Cour de la Huchette,Paris,"['French', 'European']",6915,3.5,$$ - $$$,110,"[['Good food and atmosphere', 'Good food at Notre Dame'], ['12/08/2017', '11/01/2017']]",/Restaurant_Review-g187147-d3378552-Reviews-La_Cour_de_la_Huchette-Paris_Ile_de_France.html,d3378552
6915,Cafe le Segur,Paris,['French'],6916,4,,23,"[['Another find', 'Friendly place'], ['09/22/2017', '04/19/2017']]",/Restaurant_Review-g187147-d4428741-Reviews-Cafe_le_Segur-Paris_Ile_de_France.html,d4428741
6916,Le Rez de Chaussee,Paris,"['French', 'European']",6917,3.5,$,47,"[['Good for quick lunch', 'Lovely local restaurant'], ['10/16/2017', '06/29/2017']]",/Restaurant_Review-g187147-d1035547-Reviews-Le_Rez_de_Chaussee-Paris_Ile_de_France.html,d1035547
6917,Le Rallye,Paris,,6918,4.5,,10,"[['Typical French Breakfast', 'Refreshing and friendly sidewalk cafe'], ['09/03/2017', '10/03/2014']]",/Restaurant_Review-g187147-d6636166-Reviews-Le_Rallye-Paris_Ile_de_France.html,d6636166
6918,Le Petit Palais,Paris,"['French', 'European']",6919,4,$$ - $$$,89,"[['A must see!', 'A Hidden Gem'], ['10/03/2017', '06/03/2017']]",/Restaurant_Review-g187147-d5865454-Reviews-Le_Petit_Palais-Paris_Ile_de_France.html,d5865454
6919,Hortense,Paris,"['French', 'European', 'Vegetarian Friendly']",6920,3.5,$$ - $$$,108,"[['Not bad', 'Nice meal in relaxed surroundings'], ['11/27/2017', '04/20/2017']]",/Restaurant_Review-g187147-d803919-Reviews-Hortense-Paris_Ile_de_France.html,d803919
6920,Lou Pitchoun,Paris,['French'],6921,4.5,$$ - $$$,9,"[['Great service', 'Surprise find'], ['04/16/2017', '02/23/2017']]",/Restaurant_Review-g187147-d4049155-Reviews-Lou_Pitchoun-Paris_Ile_de_France.html,d4049155
6921,Osaka Restaurant de Sushis,Paris,['Japanese'],6922,4,$$ - $$$,17,"[['Decent', 'Convenient and affordable'], ['05/03/2017', '04/05/2017']]",/Restaurant_Review-g187147-d8786061-Reviews-Osaka_Restaurant_de_Sushis-Paris_Ile_de_France.html,d8786061
6922,Brioche Doee,Paris,,6923,4.5,,16,"[['wonderful tarts', 'FAVORITE PLACE'], ['08/27/2017', '12/23/2016']]",/Restaurant_Review-g187147-d5981562-Reviews-Brioche_Doee-Paris_Ile_de_France.html,d5981562
6923,Le Soleil de Kyoto,Paris,"['Japanese', 'Sushi']",6924,4,$$ - $$$,24,"[['Fabulous!', 'Excellent sashimi, great susi, formidable...'], ['01/19/2014', '04/26/2013']]",/Restaurant_Review-g187147-d1137857-Reviews-Le_Soleil_de_Kyoto-Paris_Ile_de_France.html,d1137857
6924,Funzy Cafe,Paris,,6925,5,,5,"[['A little island of tranquility in the 6me'], ['09/24/2015']]",/Restaurant_Review-g187147-d8452336-Reviews-Funzy_Cafe-Paris_Ile_de_France.html,d8452336
6925,Nadia Creperie & Sandwicherie,Paris,,6926,4,,19,"[['Great crepes to go!', 'Good Crepes'], ['07/06/2017', '02/26/2017']]",/Restaurant_Review-g187147-d8338004-Reviews-Nadia_Creperie_Sandwicherie-Paris_Ile_de_France.html,d8338004
6926,Gustus Asian Urban Food,Paris,,6927,4.5,,6,"[[], []]",/Restaurant_Review-g187147-d12500016-Reviews-Gustus_Asian_Urban_Food-Paris_Ile_de_France.html,d12500016
6927,Galeries Nationales Du Grand Palais,Paris,,6928,4,,31,"[['Good service, quick and good', 'Quick and Good'], ['03/18/2017', '12/10/2015']]",/Restaurant_Review-g187147-d8813034-Reviews-Galeries_Nationales_Du_Grand_Palais-Paris_Ile_de_France.html,d8813034
6928,Father & Son,Paris,,6929,4,,16,"[['Quick and good', 'Average + very good prices for the city ce...'], ['11/08/2017', '11/03/2017']]",/Restaurant_Review-g187147-d8380740-Reviews-Father_Son-Paris_Ile_de_France.html,d8380740
6929,Pavillon Royal,Paris,['French'],6930,4.5,$$$$,11,"[['Meeting', 'Great venue for celebration.'], ['11/18/2016', '08/27/2015']]",/Restaurant_Review-g187147-d7913616-Reviews-Pavillon_Royal-Paris_Ile_de_France.html,d7913616
6930,Au Grand Turenne,Paris,"['French', 'European', 'Bar']",6931,3.5,$$ - $$$,106,"[['A good place for a bite to eat with wine', 'Excellent service, accommodating waiter.'], ['10/05/2017', '09/09/2017']]",/Restaurant_Review-g187147-d2352281-Reviews-Au_Grand_Turenne-Paris_Ile_de_France.html,d2352281
6931,Le Patio Des Champs,Paris,['Contemporary'],6932,4,$$ - $$$,67,"[['Dinner with the Mayors', 'Bad experience'], ['02/17/2016', '02/04/2016']]",/Restaurant_Review-g187147-d3843138-Reviews-Le_Patio_Des_Champs-Paris_Ile_de_France.html,d3843138
6932,Au Bec Sale,Paris,,6933,4.5,,6,"[[], []]",/Restaurant_Review-g187147-d12610655-Reviews-Au_Bec_Sale-Paris_Ile_de_France.html,d12610655
6933,Pho Minh,Paris,['Vietnamese'],6934,4,$,23,"[['Lovely dose of Vietnamese food', 'Nice ambiance in a lovely cuisine'], ['07/21/2017', '02/22/2017']]",/Restaurant_Review-g187147-d8636407-Reviews-Pho_Minh-Paris_Ile_de_France.html,d8636407
6934,Nino Break,Paris,,6935,4.5,,12,"[[], []]",/Restaurant_Review-g187147-d8736588-Reviews-Nino_Break-Paris_Ile_de_France.html,d8736588
6935,Exterieur Quai,Paris,"['French', 'Brew Pub']",6936,4,$,32,"[['A good place to drink beer and eat Brasser...'], ['04/21/2016']]",/Restaurant_Review-g187147-d6700970-Reviews-Exterieur_Quai-Paris_Ile_de_France.html,d6700970
6936,little georgette,Paris,"['French', 'European', 'Spanish', 'Vegetarian Friendly']",6937,3.5,$$ - $$$,189,"[['mixed platter - asian fusion', 'Great for lunch'], ['07/04/2017', '12/16/2016']]",/Restaurant_Review-g187147-d796610-Reviews-Little_georgette-Paris_Ile_de_France.html,d796610
6937,Grand Marche Stalingrad,Paris,"['Italian', 'Vegetarian Friendly']",6938,3.5,$$ - $$$,32,"[['Beautiful building', 'Excellent setting, good food'], ['09/30/2017', '05/02/2017']]",/Restaurant_Review-g187147-d12293709-Reviews-Grand_Marche_Stalingrad-Paris_Ile_de_France.html,d12293709
6938,Cafe Madam,Paris,"['European', 'French', 'Vegetarian Friendly']",6939,3.5,$$ - $$$,55,"[['Great place for Brunch', 'Average Food, Average Flavour, Average Ser...'], ['08/21/2016', '07/30/2016']]",/Restaurant_Review-g187147-d5827085-Reviews-Cafe_Madam-Paris_Ile_de_France.html,d5827085
6939,Cafe Limo,Paris,"['Italian', 'European', 'Pizza', 'Vegetarian Friendly']",6940,3.5,$$ - $$$,115,"[['Possibly the best pizza in La Pigalle', 'Average food but fast service'], ['11/19/2017', '08/23/2017']]",/Restaurant_Review-g187147-d2329048-Reviews-Cafe_Limo-Paris_Ile_de_France.html,d2329048
6940,Case de Tom la Maison Bleue,Paris,,6941,4,,28,"[['A lovely oasis'], ['10/16/2016']]",/Restaurant_Review-g187147-d6966932-Reviews-Case_de_Tom_la_Maison_Bleue-Paris_Ile_de_France.html,d6966932
6941,Pizza du Chef 17eme,Paris,['Pizza'],6942,4.5,$$ - $$$,7,"[['Great pizza in paris on a sunday'], ['04/23/2017']]",/Restaurant_Review-g187147-d10872687-Reviews-Pizza_du_Chef_17eme-Paris_Ile_de_France.html,d10872687
6942,G by Gaspard Pigalle - Naan Cantine,Paris,"['French', 'Chinese', 'Indian']",6943,4,$$ - $$$,11,"[['Very original and good food! Good value.'], ['11/19/2017']]",/Restaurant_Review-g187147-d12691774-Reviews-G_by_Gaspard_Pigalle_Naan_Cantine-Paris_Ile_de_France.html,d12691774
6943,Resturant Creperie Chouchou,Paris,['Turkish'],6944,4,$,20,"[['Friendy staf, good food in good price', 'Late Night Not So Great'], ['12/10/2017', '07/12/2017']]",/Restaurant_Review-g187147-d8374902-Reviews-Resturant_Creperie_Chouchou-Paris_Ile_de_France.html,d8374902
6944,Les Marquises,Paris,,6945,4.5,,36,"[['The staff was welcoming since...', 'Local eatery'], ['01/24/2017', '01/04/2017']]",/Restaurant_Review-g187147-d11961973-Reviews-Les_Marquises-Paris_Ile_de_France.html,d11961973
6945,Gemlik,Paris,,6946,4.5,,16,"[['I love this place!', 'Let them eat great turkish food!'], ['01/04/2014', '03/02/2012']]",/Restaurant_Review-g187147-d1329415-Reviews-Gemlik-Paris_Ile_de_France.html,d1329415
6946,Le Melting Pot,Paris,['French'],6947,4,$$ - $$$,36,"[['Walk away!!'], ['01/23/2013']]",/Restaurant_Review-g187147-d2695078-Reviews-Le_Melting_Pot-Paris_Ile_de_France.html,d2695078
6947,Yi Ping,Paris,"['Chinese', 'Asian', 'Japanese', 'Soups']",6948,4,$,51,"[['Good food reasonable prices', 'Great small restaurant'], ['11/08/2017', '09/06/2017']]",/Restaurant_Review-g187147-d2155398-Reviews-Yi_Ping-Paris_Ile_de_France.html,d2155398
6948,Cafe de Vendome,Paris,['European'],6949,4.5,,19,"[['good food', ""It's really a restaurant""], ['04/27/2017', '03/23/2017']]",/Restaurant_Review-g187147-d944279-Reviews-Cafe_de_Vendome-Paris_Ile_de_France.html,d944279
6949,Le Local Rock,Paris,,6950,4,,25,"[['Nice little restaurant with excellent food...'], ['11/02/2017']]",/Restaurant_Review-g187147-d5418973-Reviews-Le_Local_Rock-Paris_Ile_de_France.html,d5418973
6950,La Ferme,Paris,,6951,4.5,,18,"[['Weekend stay'], ['03/22/2017']]",/Restaurant_Review-g187147-d7125474-Reviews-La_Ferme-Paris_Ile_de_France.html,d7125474
6951,Regis le Caviste,Paris,['French'],6952,4.5,$$ - $$$,40,"[['A Hidden Gem', 'Excellent food'], ['01/17/2017', '09/30/2015']]",/Restaurant_Review-g187147-d3953529-Reviews-Regis_le_Caviste-Paris_Ile_de_France.html,d3953529
6952,Lido restaurant,Paris,,6953,4,,27,"[['Small Portions', 'Local chinese restaurant'], ['09/17/2016', '03/23/2016']]",/Restaurant_Review-g187147-d4093232-Reviews-Lido_restaurant-Paris_Ile_de_France.html,d4093232
6953,Bach & Bacchus,Paris,,6954,5,,5,"[[], []]",/Restaurant_Review-g187147-d11045732-Reviews-Bach_Bacchus-Paris_Ile_de_France.html,d11045732
6954,Romanela,Paris,"['Italian', 'Pizza']",6955,3.5,$$ - $$$,33,"[['Bad service! Food Ok...', 'Authentic'], ['10/13/2015', '03/04/2015']]",/Restaurant_Review-g187147-d1805908-Reviews-Romanela-Paris_Ile_de_France.html,d1805908
6955,Pazzo - Pizza en Ville,Paris,,6956,4.5,,27,"[['Best lasagna in town!', 'As good a Pizza as Rome'], ['02/24/2017', '11/12/2016']]",/Restaurant_Review-g187147-d5778375-Reviews-Pazzo_Pizza_en_Ville-Paris_Ile_de_France.html,d5778375
6956,La Comedia,Paris,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Vegetarian Friendly']",6957,3.5,$$ - $$$,320,"[['Great place, open late', 'Excellent'], ['09/30/2017', '08/15/2017']]",/Restaurant_Review-g187147-d1322995-Reviews-La_Comedia-Paris_Ile_de_France.html,d1322995
6957,Leslie Road,Paris,['British'],6958,4,$$ - $$$,51,"[[], []]",/Restaurant_Review-g187147-d5798174-Reviews-Leslie_Road-Paris_Ile_de_France.html,d5798174
6958,231 East Street Montparnasse,Paris,['American'],6959,3.5,$$ - $$$,36,"[['Fantastic burger!'], ['07/15/2017']]",/Restaurant_Review-g187147-d10103095-Reviews-231_East_Street_Montparnasse-Paris_Ile_de_France.html,d10103095
6959,Fuxia,Paris,"['Italian', 'European', 'Vegetarian Friendly']",6960,3.5,$$ - $$$,204,"[['Nice little restaurant, good food', 'Nice late dinner'], ['10/23/2017', '07/15/2017']]",/Restaurant_Review-g187147-d951742-Reviews-Fuxia-Paris_Ile_de_France.html,d951742
6960,L'Angelique Cafe,Paris,['French'],6961,4,$$ - $$$,27,"[['VERY slow service', 'A nice lunch and wine with locals'], ['05/08/2017', '11/10/2016']]",/Restaurant_Review-g187147-d7745460-Reviews-L_Angelique_Cafe-Paris_Ile_de_France.html,d7745460
6961,Thai paragon,Paris,"['Asian', 'Thai', 'Vegetarian Friendly', 'Vegan Options']",6962,4.5,$$ - $$$,84,"[['Very good food', 'Lovely food and service'], ['05/26/2017', '03/22/2017']]",/Restaurant_Review-g187147-d5562763-Reviews-Thai_paragon-Paris_Ile_de_France.html,d5562763
6962,No Problemo,Paris,['French'],6963,4,$$ - $$$,49,"[['Typical French bistro', 'Italian salad is an insult to Italian cook...'], ['03/16/2017', '12/05/2016']]",/Restaurant_Review-g187147-d1035315-Reviews-No_Problemo-Paris_Ile_de_France.html,d1035315
6963,Pastapapa,Paris,"['Italian', 'Pizza', 'European', 'Vegetarian Friendly']",6964,3,$$ - $$$,157,"[['Food is good but the restaurant needs a ma...', 'Good itlaian food in a basic setting'], ['09/02/2017', '09/02/2017']]",/Restaurant_Review-g187147-d1631881-Reviews-Pastapapa-Paris_Ile_de_France.html,d1631881
6964,Le Loup Dodu,Paris,['Wine Bar'],6965,4.5,$$ - $$$,10,"[['pretty nice', 'Lovely little place for a platter and wine'], ['10/30/2016', '07/20/2016']]",/Restaurant_Review-g187147-d7046118-Reviews-Le_Loup_Dodu-Paris_Ile_de_France.html,d7046118
6965,Kim Lien,Paris,"['Asian', 'Vietnamese']",6966,3.5,$$ - $$$,74,"[['Great Vietnamese close to Note Dame', 'One of the best vietnamese in Paris'], ['12/28/2017', '06/29/2017']]",/Restaurant_Review-g187147-d901691-Reviews-Kim_Lien-Paris_Ile_de_France.html,d901691
